inmobiliaria,precio canon,administracion,zona,ciudad,habitaciones,baños,metros_cuadrados,descripcion
REMODELADO,20000000.0,2800000.0,Chapinero,Bogotá,3,4,270.0,"Apartamento En Arriendo En El Nogal, Bogotá Espectacular apartamento en el corazón de NOGAL, 270 M2, Remodelado, espectacular vista sol mañana tarde vista a la ciudad 360 grados, ventanales de piso a techo, excelente diseño, cortinas eléctricas, acabados de lujo, sala con chimenea, cocina abierta, ascensor al piso, línea blanca, baño y cuarto de servicio dotado, estudio, 3 habitaciones, 4 baños, 3 parquederos y deposito. El edificio cuenta con salón social, squash, gimnasio, parque de niños, parqueadero de visitantes, seguridad 24 hora."
N/A,17000000.0,0.0,Chapinero,Bogotá,3,3,240.0,"Apartamento En Arriendo En El Nogal, Bogotá ? Apartamento en Arriendo | El Nogal, Bogotá D.C. 240 m² | 3 alcobas | 3 baños | 3 garajes | Estudio + Chimenea Vive con estilo en uno de los barrios más exclusivos de Bogotá. Este apartamento de 240 m² ofrece amplitud, elegancia y funcionalidad en una ubicación privilegiada. ✨ Características principales: ?️ 3 alcobas con baño privado ? 3 garajes independientes ? Chimenea para noches acogedoras ? Estudio o biblioteca ideal para home office ?️ Cocina integral con despensa + zona de lavandería ? Piso de madera que aporta calidez y sofisticación ?️ Comodidades y seguridad: ?️ Portería y recepción 24/7 ? Servicios de agua, luz y gas domiciliario ? Excelente iluminación natural y ventilación ?️ Fácil acceso a transporte público ? Ubicado en El Nogal, cerca de restaurantes, comercios y zonas verdes. ? Ideal para quienes buscan confort, privacidad y una vida urbana de alto nivel. CANON INCLUYE ADMINISTRACIÓN! ? ¡Agenda tu visita y descubre tu próximo hogar!"
N/A,2600000.0,0.0,Chapinero,Bogotá,1,1,37.0,"Apartamento En Arriendo En Bogotá Apartamento Arriendo 37 mts Cundinamarca BOGOTÁ CHAPINERO ALTO Codigo Coninsa:44797 Apartaestudio en Chapinero Alto, con excelente ubicación cerca de la Carrera 7. Cuenta con 1 alcoba, 2 baños, sala comedor, cocina integral. Un espacio moderno, cómodo y bien distribuido, ideal para quienes buscan vivir en un sector central, con fácil acceso a transporte, comercio y servicios."
N/A,6400000.0,0.0,Chapinero,Bogotá,3,3,133.0,"Apartamento En Arriendo En Bellavista, Bogotá Administración de $ ***ya incluida en el canon. El edificio queda en una zona estratégica residencial de la ciudad, ubicado sobre carrera, en el barrio Rosales, a una cuadra arriba de la circunvalar. Es un edificio inteligente (domotizado), por lo cual cuenta con circuito cerrado de televisión. Es un apartamento tiene espacios independientes, todos de tamaño muy generoso. La zona social es completamente independiente de las habitaciones y del cuarto de estar. Tanto la sala, como el comedor y la habitación principal, tienen vista hacia arboles, y al ser interior hace que sea muy silencioso. Cuenta con un total de 3 habitaciones, la principal con baño privado, y walk-in closet. La puerta de entrada al apartamento es de seguridad."
N/A,3900000.0,500000.0,Chapinero,Bogotá,1,1,45.0,"Apartamento En Arriendo En Chapinero, Bogotá Espectacular apartamento amoblado en la zona exclusiva del Nogal en Bogotá cuenta con una amplia y luminosa habitación con modernos acabados, cocina totalmente equipada, baño cómodo, sala-comedor perfecta para recibir visitas. Un apartamento funcional, facilidad de vías de acceso y transporte público, cercanía a centros comerciales y restaurantes, listo para que lo habites y disfrutes de una de las mejores zonas de la ciudad. No dudes en contactarnos para coordinar una visita."
N/A,5500000.0,0.0,Chapinero,Bogotá,2,2,61.0,"Apartamento En Arriendo En Chapinero Alto, Bogotá ESTRENAR apartamento con ESPECTACULAR VISTA a la Ciudad, cuenta con 2 habitaciones, 2 baños, cocina abierta, 1 garaje. ZONAS COMUNES salon social, zonas de coworking, gimnasio, zonas humedaS, zona de juegos, lobby."
N/A,7250000.0,750000.0,Chapinero,Bogotá,2,3,158.0,"Apartamento En Arriendo En Quinta Camacho, Bogotá Hermoso apartamento amoblado cuenta con todas las comodidades y todo lo que necesites. Al ingresar encontramos una amplia sala comedor con cocina americana, cuarto y baño de servicio, un studio semi independiente y cuenta con dos habitaciones la principal en baño suite. DISPONIBLES 1 MARZO"
N/A,3950000.0,0.0,Chapinero,Bogotá,1,1,39.0,"Apartamento En Arriendo En El Nogal, Bogotá Este hermoso apartamento tipo loft con diseño moderno se encuentra parcialmente amoblado que incluye, microondas, nevera, estufa, persianas con blackout y lavadora secadora. este magnifico edificio inteligente cuenta con: terraza comunal, coworking, biblioteca, salon de juegos para el disfrute y comodidad de sus residentes. Precio incluye administración"
N/A,3200000.0,675000.0,Chapinero,Bogotá,1,1,47.0,"Apartamento En Arriendo En Los Rosales, Bogotá Acogedor apartamento de una habitación, amoblado y remodelado, ubicado en una calle cerrada en Rosales, con vista al verde y espacios bien aprovechados. Está a solo una cuadra de la Carrera Quinta y tres cuadras de la Séptima con Calle 72, en una zona segura y vibrante que ofrece una excelente oferta de restaurantes, cafés, hoteles y parques. Ideal para extranjeros que buscan una experiencia única y confortable viviendo en una de las mejores áreas de Bogotá."
N/A,2971000.0,929000.0,Chapinero,Bogotá,1,2,80.0,"Apartamento En Arriendo En Los Rosales, Bogotá Apartamento tipo Loft, en sector Rosales. Consta de baño social, habitación con baño privado y 2 closets, amplia sala comedor con chimenea y balcón, cocina con isla. 2 garajes y depósito. El Edificio con diseño vanguardista, cuenta con piscina. Valor canon $2.861.000 mas admon $839.00 Total $3.700.000"
N/A,1438000.0,222000.0,Chapinero,Bogotá,1,1,30.0,"Apartamento En Arriendo En Chapinero Alto, Bogotá Excelente apartamento ubicado en Chapinero con hermosa vista a la ciudad de Bogotá desde el piso 28, área de 30 m2, a 2 cuadras de la Circunvalar, Vecino a la Universidad, Javeriana Externado, Manuela Beltrán y de los colegios Nueva Granda y Rosario Santo Domingo, con facilidad al transporte, muy buena iluminación natural, 1 solo ambiente con closets, 1 baño, sala comedor, cocina integral con estufa y calentador eléctrico. El edificio cuenta con zonas sociales, zona de coworking, Lavandería comunal, Sauna, Turco, Jacuzzi, terraza, servicio de ruta circular y vigilancia perimetral con guardas y sistema cerrado de vigilancia 24x7. ***"
N/A,2300000.0,0.0,Chapinero,Bogotá,1,1,32.0,"Apartamento En Arriendo En Chapinero, Bogotá Te presentamos este lindo y comodo apartaestudio tipo loft en Chapinero central, este apartaestudio es totalmente abierto donde la cocina, la sala y el dormitorio forman parte de un área común, en adición este moderno apartaestudio cuenta con un baño completo. El edificio ofrece para el disfrute de su residentes Piscina, Gimnasio, Salon comunal."
N/A,11000000.0,2838000.0,Chapinero,Bogotá,3,4,299.0,"Apartamento En Arriendo En Chapinero, Bogotá Excelente apartamento para Venta con potencial increíble para remodelar a su gusto. Su ubicación privilegiada muy cerca a la Cra 7 en calle 92 , con vista increíble a los árboles del parque del Museo del Chicó. Cuenta con 3 cuartos cada una con baño , la habitación principal es de gran tamaño con walkin closet y baño muy amplio. La 2da habitacion es también muy comoda y con baño interno. la 3era habitación no se queda atrás cuenta con walking closet y un baño extremadamente cómodo. La zona social es amplia y tiene salida a un balcon que colinda con el parque del Museo del chico. el comedor es super amplio e iluminado. Su cocina es espaciosa y la zona de lavanderia es independiente, también cuenta con baño y cuarto de servicio. El apto se encuentra en muy buenas condiciones para vivirlo asi como esta o para remodelarlo . Este apto es una joya en la ciudad , su luminosidad y su vista que nunca serán modificadas. No te pierdas la oportunidad de conocerlo"
N/A,47000000.0,9000000.0,Chapinero,Bogotá,4,4,464.0,"Apartamento En Arriendo En Chapinero, Bogotá ¡Dluxe presenta este espectacular apartamento de 4 habitaciones en la prestigiosa reserva urbana de Santa María! Ingreso al lujoso apartamento a través del ascensor privado, con tarjeta de ingreso. Al abrir sus puertas, una puerta de seguridad nos recibe en un amplio recibidor. Giramos a la izquierda hacia la zona social, amplia y con un balcón con vistas a los jardines del conjunto y la ciudad. A la derecha, una puerta corrediza conecta con el estudio social, con una imponente chimenea. Hacia la izquierda, la cocina amplia con isla y ventana con vista. Al fondo, una gran despensa, patio de ropas y alcoba de servicio. Hacia la derecha, el baño social y corredor que lleva a la zona privada: family room y 4 habitaciones, cada una con baño y closet. El walk-in closet de la alcoba principal destaca por su elegancia gracias a luces indirectas."
N/A,5800000.0,1030000.0,Chapinero,Bogotá,2,3,121.0,"Apartamento En Arriendo En Emaus, Bogotá ¡Bienvenido a tu nuevo hogar en la Zona G! Este espectacular apartamento moderno ofrece una vista al occidente. Con amplios espacios que invitan a la comodidad y el estilo, cada rincón está diseñado para maximizar la iluminación natural, creando un ambiente cálido y acogedor. El edificio cuenta con tecnología inteligente que facilita tu día a día, además de un servicio de conserjería durante el día para atender todas tus necesidades. Ya sea que busques un lugar para relajarte o para recibir a tus amigos, este apartamento es el espacio perfecto para vivir con estilo y confort. ¡No pierdas la oportunidad de hacer de este lugar tu nuevo hogar!"
N/A,3400000.0,0.0,Chapinero,Bogotá,2,1,47.0,"Apartamento En Arriendo En Chapinero Alto, Bogotá No se aceptan mascotas. Cálido y Acogedor Apartamento de 47 m² de área privada, con una terraza de uso exclusivo de 22 m², Agradable, con muy buena luz natural, Piso 2, con Ascensor, 2 Habitaciones, 1 Baño, Cocina Integral Con Zona de Lavandería independiente, Sala Comedor con Chimenea, 1 Garaje Cubierto, Sector Estratégico, Excelente Ubicación, vigilancia 24 horas. Cerca de Avenida Circunvalar, Carrera 5, Carrera 7, Calle 53, Centros y Zonas Comerciales. El canon incluye administración."
N/A,3000000.0,0.0,Chapinero,Bogotá,1,1,43.0,"Apartamento En Arriendo En Chapinero, Bogotá Arriendo aparta estudio en Chapinero Aparta estudio con terraza en Chapinero (Cra 7 #72) Ubicado en una excelente zona financiera y empresarial sobre la carrera 7 - 43 mts cuadrados +8 mts de terraza - Completamente remodelado - Piso 6 interior - 1 habitación - Terraza abierta - 1 baño - Cocina abierta - Zona de lavandería - 1 parqueadero - La puerta de entrada tiene chapa digital de seguridad - Edificio vigilancia las 24 horas - Edificio 40 años Arriendo ***incluida administración Ref; MAU-BR003"
N/A,1470000.0,0.0,Chapinero,Bogotá,1,1,22.0,"Apartamento En Arriendo En Marly, Bogotá Apartaestudio nuevo para estrenar, tipo loft, exterior, balcón, baño, cocina. Estrato 4. Sin garaje. Excelebte ubicación cerca de zona universitaria, comercial y bancaria. Transporte Sitp, transmilenio."
N/A,2800000.0,0.0,Chapinero,Bogotá,2,2,62.0,"Apartamento En Arriendo En Chapinero Central, Bogotá Descubra este encantador apartamento, completamente remodelado y listo para estrenar, que ofrece una inigualable vista exterior y una ubicación privilegiada. Con 60 m² de espacio inteligentemente distribuido, este hogar en un segundo piso, sin ascensor, se distingue por su balcón privado y una luminosidad excepcional que inunda cada rincón. Los elegantes pisos en madera laminada aportan calidez y modernidad. Cuenta con dos acogedoras alcobas, ambas equipadas con amplios clósets, y dos baños completos con modernas divisiones en vidrio y ducha eléctrica. La cocina integral, funcional y con uso de cilindro a gas, se complementa con una zona de lavandería independiente y espaciosa, añadiendo practicidad a su día a día. Una oportunidad única para vivir con estilo y confort."
N/A,4500000.0,800000.0,Chapinero,Bogotá,2,2,69.0,"Apartamento En Arriendo En Castilla, Bogotá SE ARRIENDA POR ASEGURADORA Apartamento EXTERIOR, ILUMINADO, REMODELADO, LINDOS ACABADOS, MODERNO. Segundo Piso. Barrio El Castillo - Arriba de la Circunvalar. Cuenta con Sala - Comedor, Vista a las Montañas, CHIMENEA a GAS, Cocina Integral ABIERTA, Horno Eléctrico, Closet de Linos, Lavadora de Platos, Caldera, Baño COMPLETO de Habitaciones. Espacio para Lavadora. DOS Habitaciones. La Habitación Principal cuenta con Baño Privado, Vestier y Balcón con Vista a la CIUDAD. Cerradura Electrónica. El Edificio cuenta con Sala de Juntas, Salón Comunal con Billar y Terraza, Gimnasio con TERRAZA y Tepanyaki en el PISO 10, Vigilancia 24 Horas, Parqueadero de Visitantes. Cerca de Av Circunvalar, Restaurantes, Cafés, Comercio, Politécnico Grancolombiano. ***"
N/A,18000000.0,0.0,Chapinero,Bogotá,4,5,365.0,"Apartamento En Arriendo En El Chico, Bogotá ARRIENDO ESPECTACULAR APARTAMENTO DUPLEX EN CHICO Te invitamos a conocer este hermoso apartamento en arriendo en el mejor sitio de Bogota, a una cuadra del parque de la 93 y a una cuadra del Parque del Chico. Área de 365 metros. piso 5 Exterior, Duplex cuenta con 4 habitaciones o pueden ser 5 y cada una con su baño, Cocina cerrada grande y cuarto y baño del servicio, Estudio inmenso con chimenea. Sala grandísima y comedor independiente. Todo los espacios muy generosos. Arriba las habitaciones cada una con baño, Terraza en la habitación principal y balcón en otra de las habitaciones, 4 parqueaderos independientes y depósito. Súper sitio. El edifico Cuenta con Caldera, salón social, parqueaderos visitantes, Terraza en la zona social."
N/A,9500000.0,0.0,Chapinero,Bogotá,3,2,140.0,"Apartamento En Arriendo En Los Rosales, Bogotá Disponible para arriendo apartamento en Rosales Apartamento en 6 piso de 140mts, espectacular vista, 3 habitaciones, 1 estudio, 2 baños, 2 garajes. Apartamento amoblado, con línea blanca de la más alta calidad (Horno eléctrico, estufa de inducción, lavavajillas, nevera, lavadora y secadora) ventanería filtro UV, piso importado de alto desempeño. Nota: El apartamento se alquila amoblado que incluye: muebles sala, comedor con 4 sillas, mesa cocina, menaje cocina, aspiradora de agua Karcher, Cama King habitación principal con juego de sábanas, dos mesas de noche habitación principal, mueble televisor habitación principal, televisor habitación principal, televisor habitación 1, sofa y escritorio habitación 2, silla computador habitación 2. Escritorio y silla, computador estudio. Administración incluida"
N/A,10000000.0,1980000.0,Chapinero,Bogotá,3,3,190.0,"Apartamento En Arriendo En Los Rosales, Bogotá Ofrecemos este espectacular apartamento en una de las zonas mas exclusivas de la ciudad. Son 190 M2, tres habitaciones con excelente iluminacion natural, dos baños completos y baño social. Estudio, estar de television, sala con chimenea convencional, comedor independiente, cocina integral con doble acceso con gran espacio, zona de lavanderia independiente, cuarto y baño de servicio. A este apartamento le corresponden 3 garajes, dos de ellos en servidumbre y uno independiente, un deposito. vista exterior a la quebrada a vieja."
N/A,1590000.0,0.0,Chapinero,Bogotá,1,1,30.0,"Apartamento En Arriendo En Chapinero, Bogotá Lindo apartamento iluminado, excelente estado. Una alcoba independiente. Exterior, con vista al occidente y todo el sol de la tarde. Piso en madera laminada, sala comedor, cocina abierta y espacio para lavadora. Edificio con vigilancia 24 horas. Excelente ubicación, con muy buenas vías de acceso, la 7, la 13, calle 45 y Av. Caracas."
N/A,2000000.0,0.0,Chapinero,Bogotá,1,1,33.0,"Apartamento En Arriendo En Chapinero, Bogotá ? Se arrienda moderno apartaestudio para estrenar 32 m², con una habitación, espacio disponible para segunda habitación o estudio, un baño, cocina integral y parqueadero independiente. Ubicado en 4° piso con ascensor. Calle 60 #14A-59 edif open C 60 Edificio nuevo con excelentes zonas comunes: gimnasio, zona BBQ, coworking, sauna, lavandería zonas infantiles, zona pet friendly entre otros. Canon mensual: $2.000.000 (incluye administración). ? Informes WhatsApp : ***"
N/A,1650000.0,0.0,Chapinero,Bogotá,1,1,23.0,"Apartamento En Arriendo En Galerias, Bogotá APARTAESTUDIO AMOBLADO EN ARRIENDO – GALERÍAS Ubicación estratégica cerca al Centro Comercial Galerías – Bogotá Moderno aparta estudió tipo espacio abierto, completamente amoblado, ideal para una persona o pareja que busque comodidad, ubicación y servicios en un solo lugar. ✨ Características del inmueble • Espacio abierto tipo loft • Baño privado • Cocina equipada • Mueble para comedor • Excelente iluminación ? Edificio inteligente con zonas comunes • Cuarto de lavandería • Terraza • Zona de cafetería / coworking • Parqueaderos comunales ? El canon incluye administración ? Arriendo directo – Sin intermediarios ? Mayor información: ***"
N/A,2200000.0,0.0,Chapinero,Bogotá,2,2,90.0,"Apartamento En Arriendo En Chapinero, Bogotá Amplio apartamento 2 habitaciones, más alcoba de servicio y, estudio, dos baños. Alcoba principal con vestier, clósets, mueble empotrado para TV y baño independiente. Segunda habitación con clóset y mueble empotrado para TV con espacios de almacenamiento adicional, tiene acceso a un baño completo que funciona para las otras áreas del apartamento. Ambientes independientes y ventanas que brindan excelente iluminación de luz natural y vista a los cerros orientales. Amplia sala comedor, cocina independiente y funcional zona de lavado."
N/A,2700000.0,700000.0,Chapinero,Bogotá,1,1,52.0,"Apartamento En Arriendo En Chapinero, Bogotá Espectacular apartamento tipo Loft con gran balcón y vista inigualable en piso 12. Edificio moderno con piscina, gimnasio, coworking, BBQ, entre otras amenidades. El apartamento cuenta con amplios espacios, muy iluminado y ventanería antiruido. Una habitación con baño, cocina moderna y zona de ropas. Balcón con vista al occidente que recibe el sol de la tarde. Parqueadero independiente incluido. La administración ya está incluida en el precio del arriendo."
N/A,1700000.0,0.0,Chapinero,Bogotá,1,1,35.0,"Apartamento En Arriendo En Chapinero, Bogotá Te invitamos a conocer este encantador apartamento tipo loft para arriendo. Al ingresar, un amplio closet a tu izquierda y un baño completo a tu derecha, te brindan comodidad desde el principio. A medida que avanzas, te sumerges en una hermosa cocina, junto con el área de comedor y sala. El área destinada para la habitación, cuenta con una cómoda cama y televisión, cuenta con dos grandes ventanas, que permiten el paso de la luz y una maravillosa vista a la ciudad. EL APTO NO TIENE PARQUEADERO NI DEPOSITO. Este conjunto residencial ofrece más que solo el apartamento. Además de las comodidades, como la zona de lavandería comunal, disfrutarás de una ruta de transporte privada y la disponibilidad de salones sociales y de estudio, salones de juego, teatrino, gimnasio, terrazas y proximamente, zonas húmedas. Además, su ubicación privilegiada lo sitúa cerca de supermercados, colegios y universidades. Si deseas realizar una visita, con gusto te atenderemos. Arriendo directo sin intermediarios"
N/A,7000000.0,0.0,Chapinero,Bogotá,4,3,120.0,"Apartamento En Arriendo En Chapinero, Bogotá Amplio y cómodo apartamento amoblado ubicado en Chapinero Alto, una de las zonas más tranquilas y estratégicas de Bogotá. Diseñado para 1-2 personas que busquen espacio, privacidad y confort durante una su estadía en la capital. El apartamento cuenta con 114 m², distribuidos en tres habitaciones, un estudio y tres baños, lo que permite tener áreas independientes para descanso, trabajo y visitas ocasionales. Se encuentra en cuarto piso con ascensor y cuenta con parqueadero privado. Ideal para ejecutivos, profesionales, consultores o personas en traslado temporal, que valoran la amplitud, el silencio y una ubicación central, cercana a zonas empresariales, clínicas, universidades y vías principales. La portería es 24h y hay CCTV en el edificio."
N/A,1700000.0,430000.0,Chapinero,Bogotá,1,1,21.0,"Apartamento En Arriendo En Chapinero, Bogotá Este lugar tiene una ubicación estratégica. Apartamento ideal para trabajo remoto, trabajo presencial en la zona financiera de Bogotá o unas vacaciones muy amenas. Cuenta con: -Terraza -4 Salas de juntas -1 barra de co-working -Salón de juegos -BBQ -Terraza tranquila para meditar o hacer yoga -Vista increíble a la montaña -Estacionamiento de bicicletas y automóviles -Supermercado, gimnasio, teatro y pub cerca -La avenida séptima principal avenida a una cuadra **SE ARRIENDA AMOBLADO**"
N/A,3297000.0,0.0,Chapinero,Bogotá,1,1,38.2,"Apartamento En Arriendo En Quinta Camacho, Bogotá LiveSpace Calle 72 (Cl. 72 #11-61) ofrece apartamentos en arriendo para un estilo de vida moderno y confortable. Cuenta con cocina integrada con acabados contemporáneos, full equipado con línea blanca (Nevera, Microondas y Lavasecadora). Además, ofrecemos la posibilidad de arrendarlo amoblado por un valor adicional. El proyecto cuenta con: - Servicio de internet incluido en el canon - Vigilancia 24/7 - Gimnasio - Coworking amplio y bien equipado - Zonas de BBQ - Cocina Social - Salones sociales - Terraza con lounge interior y exterior - Pet Park en el último piso - Equipo de mantenimiento en sitio - Wifi en zonas comunes"
N/A,2850000.0,0.0,Chapinero,Bogotá,2,1,50.0,"Apartamento En Arriendo En Chapinero, Bogotá Se arrienda hermoso apartamento en edificio automatizado. Es exterior, muy iluminado y con agradable vista a la calle 46. Cuenta con amplia sala–comedor, dos habitaciones con clóset, cocina integral, zona de ropas independiente y estudio, ideal para trabajo o estudio en casa. Excelente distribución y ubicación."
N/A,1700000.0,0.0,Chapinero,Bogotá,1,1,42.0,"Apartamento En Arriendo En Chapinero, Bogotá Apartaestudio de 42 m2, sala comedor, comedor tipo americano, cocina abierta, una alcoba amplia con doble clóset, espacio para mueble biblioteca, un baño, tercer piso exterior bastante iluminado en la carrera 7 con 43 esquina Porteria 24 horas, circuito cerrado de televisión y ascensor $1.650.000 Arriendo y administración mensual"
N/A,2900000.0,0.0,Chapinero,Bogotá,1,2,50.0,"Apartamento En Arriendo En Chapinero, Bogotá Espectacular apartamento tipo loft en chapinero alto, ideal para estudiantes o parejas jóvenes. El apto cuenta con malla para gato en el balcón. Muy buena ubicación, cerca de la zona g, carulla de la 63, quinta Camacho y la zona financiera de la 72. Fácil acceso a universidades y centros médicos más importantes (U. Javeriana, La salle, la Sergio arboleda) Disponible desde la 2da semana de Enero."
N/A,1250000.0,0.0,Chapinero,Bogotá,1,1,35.0,"Apartamento En Arriendo En Chapinero, Bogotá Apartamento de una habitación con closet, baño, con división en vidrio templado y calentador, sala comedor, cocina a gas, zona de ropas que tiene lavadero, tendedero y conexión para lavadora. El apartamento está dentro de un edificio de 7 pisos, que tiene vigilancia las 24 horas, cámaras de seguridad y ascensor."
N/A,5200000.0,2081000.0,Chapinero,Bogotá,3,3,165.0,"Apartamento En Arriendo En La Salle, Bogotá Apartamento ubicado en exclusivo sector de la ciudad, amplio, lujoso con un área aproximada de 165 Mts. cuadrados aproximadamente, consta de sala comedor amplia con un closet, para lencería, estudio con un mueble estilo biblioteca, dos alcobas la principal con vestier, baño y balcón, la otra con closet y balcon, otro baño principal con calentador a gas, un baño social, alcoba y baño de servicio también con closet, amplia cocina integral abierta a gas, terraza, cuenta con blackouts, dos depositos, cuatro parqueaderos cubiertos, el edificio cuenta con salon comunal, terraza para BBQ, portería permanentemente, edificio ubicado sobre la circunvalar, zona residencial, cerca a universidades, colegios, hospitales, tiendas de barrio, vías principales y alternas."
N/A,3300000.0,0.0,Chapinero,Bogotá,1,2,50.0,"Apartamento En Arriendo En Chapinero, Bogotá ARRIENDO lindo y moderno apartamento en EL POLO con abundante luz y balcón. Piso 2 SE ARRIENDA CON LINEA BLANCA Y CAMA DOBLE EMPOTRADA ?$3.300.000 con admin incluida * 50 metros * ⁠1 alcoba * ⁠Estudio * ⁠2 baños * ⁠Balcón amplio * ⁠Cocina abierta * ⁠Zona de lavandería * ⁠NO cuenta con parqueadero pero hay posibilidad de alquilarlo * ⁠2 años de construido El edificio cuenta con vigilancia 24 horas, zona de lavandería comunal, coworking, terraza con BBQ y gimnasio. Muy bien ubicado cerca al parque del Virrey y estación de transmilenio."
N/A,4650000.0,0.0,Chapinero,Bogotá,3,2,109.0,"Apartamento En Arriendo En Chapinero Alto, Bogotá Apartamento dúplex en arriendo en Chapinero Alto. El inmueble cuenta con 109 m2 de los cuales contarás con sala comedor con vista al interior , cocina integral cerrada, zona de lavandería, 3 habitaciones, 2 baños completos, estudio, terraza y 2 parqueaderos. La ubicación del edificio permite el acceso a la carrera séptima. También se encuentra cerda de restaurantes, centros comerciales y supermercados. El apartamento estará disponible a partir del 20 de marzo"
N/A,7500000.0,1000000.0,Chapinero,Bogotá,3,3,152.0,"Apartamento En Arriendo En Chapinero, Bogotá Excelente oportunidad de inversión en Bogotá D.C. Este apartamento de 154 m&sup2; se encuentra en una ubicación privilegiada, en una zona residencial de alto prestigio con fácil acceso a servicios y transporte. Cuenta con 3 amplias habitaciones, cada una con armarios empotrados y acabados de excelente calidad, 3 baños, moderna cocina integral, chimenea y piso de madera en excelente estado. Además, incluye depósito, doble ventana. El edificio ofrece vigilancia 24/7, garaje, parqueadero para visitantes, y un área social acogedora. Perfecto para vivir o rentar en una de las zonas más vibrantes y cotizadas de la ciudad."
N/A,8597000.0,1903000.0,Chapinero,Bogotá,3,5,150.0,"Apartamento En Arriendo En El Refugio, Bogotá Arriendo con administracion $10.500.000 + consumo de caldera. Apto de lujo en Rosales, con acceso directo desde el ascensor, en un 3er piso. Ingresando tenemos sala comedor con chimenea y balcón, se integra con la cocina la cual se puede independizar al cerrar las puertas. Zona de lavandería independiente y depósito. Luego tenemos el hall de alcobas, baño social, closet de linos, 3 habitaciones todas con baño, la principal con walking closet. 2 parqueaderos independientes y depósito. Ed sobrio y moderno. Cuenta con un roof top que ofrece una gran vista a los cerros, dos salas con calentador y bbq, baños sociales, salon para niños, gym, sauna y salón de escoltas. Planta de suplencia total y caldera."
N/A,4800000.0,500000.0,Chapinero,Bogotá,2,2,61.0,"Apartamento En Arriendo En Chapinero, Bogotá Este apartamento en arriendo en Chapinero, Bogotá, ofrece un ambiente moderno y vistas impresionantes desde el piso 31. Cuenta con dos habitaciones espaciosas, ideal para quienes buscan comodidad y una ubicación estratégica en la ciudad. La propiedad está sin amoblar, permitiendo que dejes volar tu imaginación y decores cada rincón a tu gusto. Además, dispone de un parqueadero individual, un detalle conveniente para tus movimientos en la ciudad. La zona es conocida por su vibrante oferta cultural y gastronómica, así que siempre tendrás algo interesante que ver o hacer al salir de casa. La conexión con el resto de la ciudad es excelente, facilitando tu día a día. No pierdas esta oportunidad de vivir en uno de los sectores más dinámicos de Bogotá. Pide tu visita ya y empieza a construir momentos en este increíble hogar. Contáctanos para agendar tu visita y ver de cerca esta oportunidad única!"
